player_value,opposition_team_strength,team_strength,recent_points,recent_bps,season_points,season_bps,season_minutes,win_odds,over_two_point_five_goals,home_or_away_id_-1,home_or_away_id_1,home_or_away_id_2,position_id_1,position_id_2,position_id_3,position_id_4,over_four_points
53,1100.0,1100.0,2.333333333333333,6.999999999999999,2.333333333333333,7.0,90.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
54,1100.0,1100.0,3.333333333333333,16.0,3.333333333333333,16.0,69.66666666666667,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
47,1100.0,1100.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.666666666666666,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
67,1100.0,1100.0,8.333333333333332,22.33333333333333,8.333333333333334,22.33333333333333,90.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
48,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
53,1100.0,1100.0,3.333333333333333,13.666666666666666,3.333333333333333,13.666666666666666,79.66666666666667,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
49,1100.0,1100.0,0.3333333333333333,1.0,0.3333333333333333,1.0,6.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1100.0,1100.0,3.333333333333333,19.666666666666664,3.333333333333333,19.666666666666668,90.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
50,1172.5,1357.5,0.0,0.0,0.0,0.0,0.0,1.75,1.57,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
44,1100.0,1100.0,0.6666666666666666,2.666666666666667,0.6666666666666666,2.6666666666666665,10.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
52,1100.0,1100.0,4.333333333333333,9.0,4.333333333333333,9.0,55.66666666666666,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
39,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
82,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
45,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
57,1100.0,1100.0,7.333333333333333,22.666666666666668,7.333333333333333,22.666666666666668,79.66666666666667,1.73,1.73,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
43,1100.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.73,1.73,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
43,1100.0,1100.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,2.6666666666666665,2.0,1.73,1.73,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
50,1192.5,1155.0,2.333333333333333,8.333333333333334,2.333333333333333,8.333333333333334,11.333333333333334,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
44,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
47,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1082.5,1157.5,1.3333333333333333,5.333333333333333,1.3333333333333333,5.333333333333333,39.66666666666666,1.4,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
48,1192.5,1155.0,1.3333333333333333,5.333333333333333,1.3333333333333333,5.333333333333333,27.33333333333333,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
52,1192.5,1155.0,1.6666666666666663,13.666666666666666,1.6666666666666667,13.666666666666666,90.0,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
50,1192.5,1155.0,2.666666666666667,10.0,2.6666666666666665,10.0,22.666666666666668,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
49,1192.5,1155.0,6.333333333333333,27.666666666666668,6.333333333333333,27.666666666666668,90.0,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
57,1192.5,1155.0,2.6666666666666665,7.333333333333333,2.6666666666666665,7.333333333333333,41.66666666666666,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
48,1192.5,1155.0,1.3333333333333333,10.333333333333332,1.3333333333333333,10.333333333333334,55.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
65,1192.5,1155.0,4.333333333333334,23.0,4.333333333333333,23.0,86.66666666666667,2.5,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
52,1192.5,1155.0,2.666666666666667,10.333333333333332,2.6666666666666665,10.333333333333334,50.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
